gFx,gFz,gFy
1.324353791124576,-0.02462228819609171,-0.27643879276009375
1.3889716298729355,0.08025996960173169,-0.07515394152692108
1.4244941812550547,-0.02999082136265001,0.09745532778333528
1.4365210414298695,-0.08246593409598783,0.11090703458524077
1.5271534883688698,0.04285732282068911,-0.0679589247670394
1.4277845344494464,0.24203733641135644,-0.18285307561767564
1.1376900507397048,0.36412240949096397,-0.12743916570880884
0.7473565952204871,0.3509125793335843,-0.25056679105475566
0.657115920582197,0.24019166949509207,-0.42132673940677634
0.8384848409819627,0.15552199362255958,-0.42460849371462944
1.1281374920506992,0.12001901207830766,-0.273236895337125
1.3350055753684522,0.07815926138828724,-0.09101845317582974
1.252971813663519,-0.006757699130766195,-0.06385186954315472
1.0770851243675197,-0.07550078163957664,-0.09526690143480668
0.7677795074936575,-0.07114836681623964,-0.18397891516374928
0.47790938194579113,-0.027761258566755133,-0.2430976139444219
0.30100617603464325,-0.0019037379364144264,-0.21516695063361224
0.23972430941095954,0.06236403620632896,-0.16049098313477067
0.3290455257800005,0.058577249784073165,-0.13289887269710815
0.40779187357350016,0.03351774460599153,-0.12076202819045084
0.46646610827325075,0.06898340675525212,-0.1671439670330413
0.5942004039491171,0.09177424437560931,-0.18743333922091662
0.6797498398238082,0.09051373540593009,-0.19636617045632307
1.0135637460871438,0.05252873801848297,-0.30754699827916787
1.3832376166744316,0.04100115489228429,-0.4020863428791364
1.5351082736175887,0.10784719997105086,-0.4299946054911997
1.323423661629408,0.16406661415659396,-0.3863687558423517
1.0790586343882496,0.15357752094335375,-0.3430981928479685
0.9379027140748453,0.15065666887860427,-0.31935824838287247
0.7902414238416342,0.19760359751003773,-0.379252410742658
0.7770771103843652,0.14360445322156665,-0.4986286558489358
0.9236033572886743,0.095585732480811,-0.49877721718790324
1.037622145668524,0.135424932608695,-0.42064395353566614
1.1984048441189363,0.19566911897866837,-0.2874540970374068
1.4096052546113111,0.1985115887458663,-0.21665502595895858
1.6457594401724653,0.15582785239293284,-0.24285137566277942
1.7518327607042217,0.16871630847472782,-0.18082211762961095
1.5106083026600878,0.17412009723135874,-0.12300725870423353
1.0896053278894113,0.15830420195890407,-0.07402132987629587
0.6820095770539957,0.1603936495524133,-0.10809860272079319
0.5345640751818285,0.16527438075659623,-0.20996126584420507
0.6049955644687846,0.1612684116654678,-0.2045958105150324
0.8006456135333881,0.13733821877356647,-0.18921041795235197
1.0144590617994824,0.0977341346762382,-0.21354709542513237
1.1328810849428177,0.06485600679403652,-0.24327655573271734
1.061723416593564,0.03300474507814049,-0.2620816692778112
0.882896407133583,0.013433874070021674,-0.2314482772952858
0.6924225565495941,0.005863507663651734,-0.21400117181463962
0.5752142033413636,0.03697390367379525,-0.184845901352179
0.44139762619284356,0.05421040952129654,-0.19514968218444037
0.3936756980674701,0.069097959430286,-0.17552607394687078
0.43431195600494005,0.06168278004753207,-0.15163268892637694
0.5711706945038989,0.046853061262327765,-0.12910894000258377
0.7168740368213763,0.04244046644455954,-0.14369640663492614
0.8269092335344601,0.014138280933072716,-0.17092579591290838
0.9693640194042072,-0.040142339956121445,-0.23821537246246363
1.0365959838903314,-0.05739374258922725,-0.2653130149862344
1.0908507875328783,-0.0330268882681951,-0.24967948893913214
1.2117538848219251,-0.022215179603598628,-0.21721847062986746
1.2197900282057965,-0.00021025300616174674,-0.24620424828301768
1.0707285794121937,0.020213056460677933,-0.3103045876633351
0.9954705021166091,0.003060188367103907,-0.31976448144706165
1.0191264212606503,0.015501531465362744,-0.3150257625984378
1.1497221463051144,0.056749766070410705,-0.2776945659496465
1.3008002665821061,0.1256832103056979,-0.1989964272682121
1.4258707216196933,0.06832703530726648,-0.05665074362060139
1.5115646345713247,-0.04448450040150842,0.04133816555279353
1.5455837368900014,-0.013246972805488465,-0.06684706275772412
1.6755143270817106,0.2064334790327965,-0.09625801892985197
1.5770447528900196,0.4250526067244058,-0.03696621397574923
1.1827624243364152,0.44199504233775155,-0.06861548577999631
0.6295108533841761,0.4141056043890617,-0.30076583228824333
0.4050644546762661,0.3319361484490838,-0.46649021659232587
0.5741829995838246,0.2093853570639953,-0.4420498901088739
0.7670064728986341,0.19810369328981497,-0.2571466021255196
1.0250846424600033,0.11370413901793745,-0.08534808575926511
1.0509014768336942,0.03548459886290649,-0.02315845588760336
0.970634301221113,-0.019206418767079732,-0.10417038003444025
0.847394810200885,-0.04691204179017227,-0.13369094964024003
0.679022610279137,-0.024739224362212882,-0.1498568293816591
0.5580066416890316,0.03152941333610534,-0.1490890686472656
0.44217182221172635,0.07488446225282187,-0.14684545289597395
0.38536209116466297,0.09693880457960598,-0.16846831173319904
0.3268410689221832,0.11358131668211634,-0.2403981331858077
0.35953871687524647,0.10411026021942431,-0.2875722111769302
0.5172361649276187,0.12178396597946795,-0.3187473081227578
0.7237596265675726,0.11195173640313608,-0.3012181207873729
0.9913873012530022,0.09031578776920954,-0.3074560955991848
1.2735928040791338,0.07970100541320845,-0.3211772964710786
1.4231010001183284,0.10471214050873742,-0.3011272889768872
1.3705976019142267,0.12468176783594973,-0.30441425501548813
1.2324562277683409,0.10171533792454698,-0.3514736158866937
1.060112609587969,0.10430261426111885,-0.3337465811935446
0.9909549502004362,0.13155579939053505,-0.35340737232397185
1.0209659529178179,0.14685722296060857,-0.35768258780430967
1.0419084022195528,0.1927769980873184,-0.3573715449986019
1.080484355451654,0.22078373132027668,-0.2923818003514186
1.1435457351805902,0.31266911496132677,-0.28219941635981605
1.4421927785260549,0.26705753558113415,-0.3633137432125535
1.676459127025995,0.28414121849572105,-0.32275620595995014
1.6486888267917679,0.2703017391671037,-0.0895394095043229
1.3796802248946614,0.2322885884968791,0.10019415690880541
0.9617889744530086,0.20675226319916376,0.14721373899620915
0.6476396811492998,0.16436511676975407,0.0027253560663743374
0.5603998262063375,0.18065397191295143,-0.2385584954616616
0.6420568257372468,0.18288406389762654,-0.2691528961322281
0.7378585201987035,0.1812470218345833,-0.1378130042555015
0.918759609266377,0.1290806671963946,-0.06429340390494842
0.9712342912527804,0.10829196088655305,-0.1523610524150826
0.837384620168477,0.08244730136788571,-0.23020235839941805
0.6958260318573563,0.04107789259019328,-0.25968639001653004
0.5951648501740714,0.04391275438289424,-0.21716165506031607
0.5273864762797196,0.0592088652651759,-0.21844298215167318
0.4772525206991383,0.04990923489772292,-0.24342516357580501
0.5129898223028806,0.0483094124973164,-0.21518330549342848
0.6326027980826717,0.030852590137009084,-0.1299710445531964
0.8699991848693907,0.005998978349363949,-0.0980717444833848
1.0496322731602126,-0.007431550204466413,-0.12382958138386593
1.0702224742789506,0.0015515074988490924,-0.20750121293487833
1.0501363718192747,0.0008417266499091331,-0.2688853093292558
1.1010812686160698,0.006946001576334296,-0.31313246279655943
1.1283133853946277,0.055284486789723405,-0.3138300153678793
1.1133763149629183,0.09027771745667443,-0.28316818318758574
1.0465513680087788,0.08988812951038284,-0.22295986369884732
0.9857740580214998,0.07095296412896757,-0.2302517054784346
0.9437661384121885,0.046299148996202466,-0.2980951767087938
0.9833671053835662,0.009145333358899492,-0.3670027609324705
1.078102847843526,0.048754482334185646,-0.3878082253165359
1.2367620260035195,0.052039979981692464,-0.3073282162882355
1.2767791155633252,0.05400494197099975,-0.10416684320929676
1.2311392407595592,0.02651495517986923,0.048056001895741184
1.2239177995300856,0.02904472464426378,0.0719992888594545
1.3739696188103734,0.15516908403733154,-0.06507467294381727
1.5127406633904106,0.3629119072372895,-0.24788045307742804
1.3944312218882282,0.45578025095448277,-0.2568414361586478
1.037556043818521,0.4253481995418403,-0.2301378127074467
0.6820511361806654,0.37894936535223467,-0.3187697862848893
0.6403172791907266,0.30017810832974634,-0.30389061344270735
0.789408251902236,0.19318855318014383,-0.17088573462514728
0.9921746090672583,0.11251181166440714,-0.0510214168110703
1.0359724089663382,0.0748693794482892,-0.0658480785398688
0.9869037397108524,0.011193236717701515,-0.17534410523317415
0.7869035088921364,-0.02009574826292002,-0.2617606739981315
0.636589472417719,0.0011607508204460862,-0.25980103451111186
0.5492217879049855,0.041041385695496396,-0.19170632997409515
0.5104747925818586,0.08237761797983675,-0.16325787953039667
0.4603287441524356,0.12325533700875589,-0.188556336056552
0.45926670108848866,0.14033851337642875,-0.2235547253439567
0.49091505202592983,0.1302927109075691,-0.24548250640860617
0.5856814599207197,0.1273106279041593,-0.2856771135570582
0.7123440509637459,0.08826167003040442,-0.2862865433844161
0.9113185206560124,0.1001565797026287,-0.28498935566790734
1.0936993470556824,0.10171630789597443,-0.2802781060472241
1.2452977944511925,0.10878327259195353,-0.28458915618122593
1.255683469079529,0.1594437115326865,-0.32938857631001117
1.1955223493729528,0.18185832700436333,-0.3586162342539837
1.1178654499096787,0.1598841802569061,-0.35823402100647045
1.0187121445460665,0.16927399572750357,-0.3391024927675403
1.038987765338124,0.17490371070689395,-0.3697821439071182
1.0671896253374484,0.21548641112356864,-0.3698345061195071
1.0241774346791888,0.2350058096325282,-0.3406430814568536
1.0181812903425542,0.2500072105029927,-0.2196188432929012
0.9985716275704148,0.295042996865898,-0.37062585417534455
1.3485361936552644,0.34406902353909546,-0.38609022094842127
1.683735982399593,0.3752769745936012,-0.20479732051308597
1.6665819869170158,0.24683512598582877,0.045159033042092185
1.2844099454927402,0.12974246504329814,0.18695588597870183
0.769727058058616,0.12475367940400015,0.22382649826310944
